x,y,z,rx,ry,rz,rw
0.07285457104444504,0.17520464956760406,0.020436301827430725,-0.0057495534022991585,-0.0008880684461134171,-0.0005032569457377701,0.9999829502059301
0.07262807339429855,0.17382694780826569,0.02054007723927498,-0.005201873193043994,-0.0008858886835944079,-0.0005307445261635956,0.9999859369145007
0.07285549491643906,0.1752115935087204,0.020366409793496132,-0.005800498062133107,-0.0008434485026475877,-0.0005291386996324172,0.9999826812645763
0.07286165654659271,0.1752060055732727,0.020676372572779655,-0.005782156332816957,-0.0007548839393266367,-0.0005384919177782232,0.9999828532754127
0.07261749356985092,0.17430348694324493,0.019809311255812645,-0.005398305757786083,-0.0009296518337440681,-0.0005281006733056652,0.999984857461398
0.07305078953504562,0.17570650577545166,0.022206073626875877,-0.00587461251930268,-0.0008016237438037356,-0.000554999432347643,0.9999822689941815
0.07304441928863525,0.17589974403381348,0.021167214959859848,-0.005899487770621841,-0.0008308727833677939,-0.0005436643813805069,0.9999821049016341
0.06959857791662216,0.18028302490711212,0.01873716153204441,-0.00644127331975974,-0.002047705405144617,0.006108630740671682,0.999958499904405
0.07114175707101822,0.1760196089744568,0.021363722160458565,-0.005804147769919442,0.0004075160694786786,0.026145661887131723,0.999641210717026
0.06346115469932556,0.17659644782543182,0.019674696028232574,-0.004163920380367001,-0.0021880306485689187,0.027860763056576462,0.999600746383701
0.059235841035842896,0.1795223355293274,0.02159363217651844,-0.004651979902450227,-0.0020924251185298532,0.02620749011331906,0.9996435106086924
0.06507817655801773,0.17467044293880463,0.020416243001818657,-0.0052422247220995435,0.0028606607024962544,0.030227316082697187,0.9995252098185143
0.05941621959209442,0.1691642850637436,0.020302489399909973,-0.011469345783165464,0.014465839110552237,0.040328732575061026,0.9990159092502097
0.045041851699352264,0.17397090792655945,0.013190435245633125,-0.004002469390825703,0.042339615765039494,0.03463652502950873,0.9984946911774365
0.050359055399894714,0.17226076126098633,0.007893329486250877,-0.0008649429019622522,0.03835698792105795,0.036135302703069416,0.9986101507845581
0.04662264138460159,0.1708027720451355,0.004154744558036327,-0.0008576590920288284,0.025269004810561584,0.037574540561675425,0.9989739214405673
0.04494843631982803,0.16787712275981903,0.014892583712935448,0.005822109300244067,0.0281733138387727,0.0366193883160118,0.9989151054168713
0.041128575801849365,0.16615910828113556,0.0329248309135437,0.00581039043980422,0.03572795181082354,0.03617931723511117,0.9986895462688802
0.029716745018959045,0.16836698353290558,0.055793486535549164,0.0012802791399072146,0.039218226418510416,0.029104128797007005,0.9988059077162479
0.02722081169486046,0.16996175050735474,0.07577916979789734,0.006333722926143654,0.04678015966802946,0.03707849347225985,0.998196717053886
0.024963678792119026,0.17108996212482452,0.09568828344345093,0.01658149370161952,0.053179518880144334,0.041111255486372476,0.9976005500753464
0.021119844168424606,0.16969121992588043,0.10908829420804977,0.011314479984380956,0.06706055548620461,0.03368879971672421,0.9971158053176226
0.019862329587340355,0.16926142573356628,0.12244262546300888,0.0007953967326723471,0.08252022279601079,0.024016254894533205,0.9962996535553825
0.017149081453680992,0.16989046335220337,0.1354348361492157,0.007823869211455205,0.08432206374967177,0.022533517357434314,0.9961530089454435
0.013994649052619934,0.17461176216602325,0.14657509326934814,0.016900039411457825,0.08106781516715467,0.023428846513965353,0.9962898610158292
0.012537989765405655,0.18054930865764618,0.16160374879837036,0.01389548366012296,0.07383543652718022,0.030731371227013596,0.9966999682297574
0.011698856949806213,0.18494537472724915,0.1767493486404419,0.024708952838428055,0.07297102986812878,0.02999400066689412,0.9965766685878249
0.010615197941660881,0.18915905058383942,0.19246192276477814,0.023043530229301,0.06574304613566151,0.01979564932004728,0.9973740421062567
0.0049351900815963745,0.19586281478405,0.20578965544700623,0.022301419767597728,0.06016632950322502,0.02291621973295492,0.9976760528065258
0.002003959147259593,0.19615034759044647,0.2161276638507843,0.014324464446684702,0.04497030262923205,0.027132556314526372,0.9985170534285281
0.004001501947641373,0.19638149440288544,0.21823693811893463,0.006343595565548169,0.045583216093327605,0.03091499464538412,0.9984619133006355
0.005639111623167992,0.19451218843460083,0.22769492864608765,-0.003958167477805589,0.04363897729050307,0.04566557821103026,0.9979953043666633
0.0047967382706701756,0.19516344368457794,0.23823091387748718,-0.012601263694848753,0.0496356597620838,0.048935107847041776,0.9974882779528157
0.007485455833375454,0.19754500687122345,0.25056135654449463,-0.00046159888860283446,0.029250278699803296,0.03758932473921023,0.9988649812602804
0.009079687297344208,0.19842389225959778,0.2587282061576843,-5.0189156580774676e-05,0.024113274531187792,0.02905624318165858,0.9992868868371086
0.010287298820912838,0.19825290143489838,0.26631805300712585,-0.002792932245765146,0.016973788716955547,0.030071976678075176,0.9993997029440903
0.010264232754707336,0.20178081095218658,0.27160388231277466,-0.003166425407418736,0.014655586310303814,0.03246270440862935,0.9993604756855848
0.008188982494175434,0.20243503153324127,0.27120161056518555,-0.0022772341727054475,0.015864078826993176,0.030287617746763824,0.9994127302664898
0.008320505730807781,0.1972602754831314,0.2669423520565033,-0.004393194561028178,0.013313902963580503,0.029338901882941724,0.9994711945152439
0.00824484322220087,0.19840218126773834,0.2680240869522095,-0.00932700586262319,0.009639130615622797,0.02947392473948252,0.9994755534194246
0.009801729582250118,0.19228290021419525,0.26768866181373596,-0.011764437149377737,0.0023591072713614516,0.030635725245999366,0.9994585959258603
0.009625514969229698,0.19267939031124115,0.26605165004730225,-0.0048603170768102555,0.0014859657372318313,0.025529465092404374,0.9996611504083954
0.010095230303704739,0.2010364979505539,0.2627941966056824,0.002443339975460835,-0.00213478037681712,0.023536794853008528,0.9997177062003828
0.010160987265408039,0.20865701138973236,0.2615765333175659,0.014095626085684786,-0.0023984198918359048,0.020706803685804798,0.9996833444588303
0.009341154247522354,0.21525944769382477,0.2632337212562561,0.022200632555211423,-0.008283569172119771,0.020367751171349317,0.9995117153431174
0.006981660611927509,0.21272729337215424,0.2631693482398987,0.03376483318881812,-0.01732508322074211,0.017378030518654858,0.9991285110467113
0.005402408540248871,0.21288587152957916,0.2658487856388092,0.046865140068423385,-0.02867661895625796,0.01946750522348718,0.9982997177260835
0.003977764397859573,0.21507522463798523,0.26456883549690247,0.06323620267713338,-0.03586794911526488,0.020404278828077674,0.9971450939069735
0.004540299531072378,0.2200542837381363,0.26677659153938293,0.0731935093769029,-0.04441381548564191,0.023874994901022885,0.9960422218950242
0.0021490934304893017,0.22304339706897736,0.2685615122318268,0.08414383498803496,-0.05538078623957783,0.017068959263869275,0.9947670250760432
0.0024784656707197428,0.22242462635040283,0.2673563063144684,0.10488959480196965,-0.06540159155123013,0.012011099745981224,0.9922583021611544
0.0013784957118332386,0.22366195917129517,0.2655985653400421,0.1153174597971352,-0.07176583374086068,0.010567416912137792,0.9906764750781257
0.001987619325518608,0.22625049948692322,0.2683786451816559,0.13014633479738044,-0.07229422789701481,0.011251700273014004,0.9887916238482953
0.0019517883192747831,0.2293114960193634,0.2682441473007202,0.1492030886751673,-0.07511839783228907,0.012479636995683475,0.9858701351077412
0.0015537200961261988,0.2356114536523819,0.2655491828918457,0.15831570297120576,-0.0757649202542519,0.012679817857956951,0.9843957726802207
0.000892353302333504,0.23854024708271027,0.2662975490093231,0.16925317292492809,-0.07866556242073905,0.013658963344404017,0.9823332049076979
8.338916813954711e-05,0.24483554065227509,0.2667195796966553,0.18217496612747158,-0.08177975493578701,0.01201566066477317,0.979785679267607
0.0014225281774997711,0.2502095699310303,0.2680228054523468,0.19044852879363025,-0.08377287988362175,0.011646096515254736,0.9780469471923642
